id,title,description,"item group id",link,"product type",fb_product_category,"image link",condition,availability,price,"sale price",brand,"additional image link","identifier exists"
2315,"Sound logic Earbuds | True Beats Pro | True Wireless | Stereo Earbuds | Free Deleivery | Shop Now","Sound logic Earbuds  Provides HD Sound - Premium quality membrane drivers that produce high quality sound with heavy bass . Long Battery Life - 5 hours playback time on a single charge and a total of 20 hours with the charging case. Sound logic Earbuds High Definition Mic - In-built HD microphone that supports high quality calls .Built-in controls for calls, music and voice assistant Auto Turn On/Off features allows connecting and disconnecting the earbuds when placed or removed from the case.  Product Description     	HD Sound - Premium quality membrane drivers that produce high-quality sound with heavy bass   	Long Battery Life - 5 hours playback time on a single charge and a total of 20 hours with the charging case   	High Definition Mic - In-built HD microphone that supports high-quality calls   	Built-in controls for calls, music, and voice assistant   	Auto Turn On/Off features allow connecting and disconnecting the earbuds when placed or removed from the case    Features:     	Brand: Soundlogic   	Category: Audio   	Sales Package: 1 Main Unit, Charging Case, USB Charging Cable, User Manual   	Type: Wireless Sports Bluetooth Earbuds   	Headphone Type: In-the-ear   	Wired: No   	Wireless: Yes   	Microphone: Yes   	Color: White   	Connectivity: Bluetooth Yes, 5.0   	Battery: Talk Time 5 hrs Single Charge, Charging Time 20 hours with the charging case   	Dimension (LxBxH): Size 5.99x2.39 x5.19 cm, Weight 180 gm   	Warranty: 1 year warranty    &nbsp;",2315,https://esquare.store/product/sound-logic-earbuds-true-beats-pro-true-wireless-stereo-earbuds-free-deleivery-shop-now/,Earbuds,237,https://esquare.store/wp-content/uploads/2022/12/soundlogic-twe007-tws-true-beats-pro-earphone-white-digital-o491893383-p590035544-0-202009260207.jpeg,new,"in stock","2800.00  PKR","2500.00  PKR",Esquare,,no
2308,"19x Tws Earbuds | Wireless | Bluetooth 5.0 | For IOS | Affordable prices | Free Shipping","19x Tws Earbuds  19x Tws Earbuds are a wireless audio accessory that offer convenience and style. They feature the latest Bluetooth technology for seamless connectivity with your devices. 19x Tws Earbuds offer clear audio and noise-cancellation features for an immersive listening experience. The earbuds have a sleek and compact design, making them easy to wear and carry around. With a built-in microphone, you can take calls and communicate with ease. Additionally, these earbuds come with a charging case that provides on-the-go charging, ensuring that your earbuds are always ready to go when you are. These earbuds are suitable for use during workouts, commutes, or just relaxing at home, making them a versatile audio accessory for anyone on the go.  Product Info;     	Bluetooth: V5.0   	Impedance: 32Ohm   	Microphone sensitivity: 107DB SPL +/-3DB   	Wireless frequency: 20HZ-20KHZ   	Battery capacity: 350mAh   	Charging voltage: 3.3-4.2V   	Power: 25MW   	Transmission distance: ≤10M/32.81ft (approx.)   	Support protocols: A2DP, hfp, HSP, AVRCP   	Playing time: about 120 minutes   	Charging time: about 50 minutes   	Standby time: about 3600 minutes   	Waterproof rating: IPX6    Packing List:  2* Mini Bluetooth Earphones  1* Charging Box  1*USB Charging Cable  1* User Manual    &nbsp;                                        &nbsp;    &nbsp;",2308,https://esquare.store/product/19x-tws-earbuds-wireless-bluetooth-5-0-for-ios-affordable-prices-free-shipping/,Earbuds,237,https://esquare.store/wp-content/uploads/2022/12/i9x-tws-bluetooth-earphone35560902105.jpg,new,"in stock","2200.00  PKR","1200.00  PKR",Esquare,,no
2289,"TWS M25 Earbuds | Digital Display | True Wireless Earbuds | With Free Deleivery | Order Now","TWS M25 Earbuds  This Easrbuds Designed for an active lifestyle, these earbuds offer a secure fit and impressive sound quality, making them perfect for workouts, commutes, or any other activity. With Bluetooth 5.0 technology, you can enjoy uninterrupted audio streaming from your phone or other devices, while the touch controls and built-in microphone make it easy to manage your music and take calls on the go. Plus, the compact charging case provides up to 20 hours of battery life, so you can stay connected all day long. Upgrade your audio experience with the TWS M25 Earbuds.  Product Description     	Bluetooth version: Bluetooth V5.0   	Chipset: Jieli 6976D  5.0+EDR   	Charging port: Type C Ear   	Battery capacity:55mAh   	Charging box:400mAh   	Speaker: 16Ω,6mm, 20-20kHz, 91.5dB±3   	Play time:5~6hrs   	Standby time:100hrs   	Charging time:1hrs   	Material: TPE+ABS+leather   	Sensitive:95±3db   	Silicon Mic   	Valid distance:10m    &nbsp;    &nbsp;    &nbsp;    &nbsp;",2289,https://esquare.store/product/tws-m25-earbuds-digital-display-true-wireless-earbuds-with-free-deleivery-order-now/,Earbuds,237,https://esquare.store/wp-content/uploads/2022/12/New-TWS-M25-Private-Patent-Design-BT5-0-Waterproof-Sports-Mini-Earphone-Real-Battery-Digital-Display.png,new,"in stock","2800.00  PKR","2800.00  PKR",Esquare,,no
2037,"Fast Wireless Charger With Price In Pakistan",,2037,https://esquare.store/product/fast-wireless-charger-with-price-in-pakistan/,Chargers,237,https://esquare.store/wp-content/uploads/2022/12/H44a308a494714dfe988b08acb99cba07b.png,new,"in stock","2250.00  PKR","1600.00  PKR",Esquare,,no
1526,"M90 Pro Earbuds  | Bluetooth 5.2 | Headphones | Touch Control Earphones | LED Display | Headset 9D HiFi | Quality Imported | Order Now","M90 Pro Earbuds  M90 Pro Earbuds are a high-performance audio accessory designed for gamers. They feature a sleek and lightweight design, with a comfortable and secure fit for extended gaming sessions. The earbuds deliver clear, immersive audio with powerful bass and noise-cancellation features, allowing you to fully immerse yourself in your games. With a built-in microphone, you can communicate with your teammates or opponents clearly and effectively. The M90 Pro gaming earbuds are compatible with most gaming devices and come with a convenient carrying case for easy storage and transport.The new generation of the M90 TWS Wireless Bluetooth headset. It can be used on any mobile phone that supports Bluetooth function regardless of brand and mode.    &nbsp;  Edition Upgrade:  1. Upgrade LED power display：  Intuitive to know the electricity level charging cabin and the headset at a glance  2.F9 chip upgrade:  Upgrade the 5.0 Bluetooth chip, pick up the automatic boot, and matching  3.Operational function upgrade：  One touch to switch previous/next song &volume adjustment take up assistant  4 .Large capacity charging cabin :  Can be used for earphone storage box Charging for earphone/ mobile phone As a mobile phone holder  5.Enjoy &9D heavy bass :  Enjoy the HIFI scene and enjoy the immersive 9D stereo surround sound effect  6.CVC80 intelligent noise reduction:  Enjoy HD call effects without being affected by noisy environment  7.Strong compatibility:  Regardless of the brand mobile phone and model, Bluetooth-enabled devices can use this headset.    &nbsp;  Package List:     	1 One pair of Bluetooth headsets   	1 charging box   	1  charging cable   	1  User Manual   	2  Replaceable Pads Set",1526,https://esquare.store/product/m90-pro-earbuds-bluetooth-5-2-headphones-touch-control-earphones-led-display-headset-9d-hifi-quality-imported-order-now/,"Earbuds > Hot Selling Products",237,https://esquare.store/wp-content/uploads/2022/11/Hb4efd348ba5745d6b2b38c8f88da03ddq.jpg_960x960.webp,new,"in stock","3800.00  PKR","1900.00  PKR",Esquare,https://esquare.store/wp-content/uploads/2022/11/Hd4fffaf283ef4ef088b09ddccd289c13I.jpg_960x960.webp,no
1433,"M7 Band Smart Watches Men Women Sports Fitness","Product details of the M7 Band Smart Watch  Specification:  Features：  1. APP message vibration alert: when the phone receives a text message. Twitter and other APP notifications, so you know the important notifications in time, not to miss!  2. Pedometer: display movement pedometer, movement more efficient  3. Heart rate: monitor the current heart rate, with accurate real-time monitoring  4. Heat: display the heat of the movement, display the number of steps and mileage  5. Dynamic color display screen  Parameters：  Flash Memory: 8MB  Waterproof: IP67 waterproof (you can wear a rain shower, and wash your hands, but don't put it in hot water and it's not suitable for swimming)  Screen size: 0.96"" TFT  Resolution: 160 * 80 single-point touchscreen  Battery: 90mAh Li-Polymer battery, charge time about 1.5H, life about 3-5 days, standby about 10 days  APP System IOS 9.0 and above, Android 5.0 and above    Software function:  Software function  basic function：step、distance、Calorie、Heart Rate/Blood Pressure/Oxygen 、Monitoring,Sleep monitoring、call reminder SMS Alerts、Social APP Message Reminder Alarm clock reminder sedentary reminder,sport,Turn the wrist and shine the screen Looking for bracelets Looking for Phones Remote Photography Do Not Disturb dial push",1433,https://esquare.store/product/m7-band-smart-watches-men-women-sports-fitness/,"Smart Watches",237,https://esquare.store/wp-content/uploads/2022/11/M7-Band-Smart-Watches-Men-Women-Sports-Fitness-Bracelet.webp,new,"out of stock",,,Esquare,,no
1396,"T31 best Earpads New Audiphones Headphone","T31 TWS Earpads Product Description  T31 TWS Earpads: The earbuds are designed with Bluetooth-compatible V5.0 technology, which ensures a stable connection and clear sound, giving you a good listening experience.  Rechargeable: The earphones are designed with a built-in battery, and the charging case can charge the earbuds about 3 times, meeting your daily needs.  IPX4 waterproof: T31 Wholesales Tws headphones are IPx4 waterproof which is suitable for different weathers, you can use them without worrying about water and sweat.  Touching design: You can control and operate the earbuds by touching, supporting changing songs, calling, and others, making your life more convenient and interesting.  3D sound effect: The earphones adopt 13mm dual drive units, which provide you with bass 3D music sound, you can use them at home, office, car, travel, sports, etc.  Specification:  Color: black, white, black, and white.  Size: show as pictures.  Battery capacity: earbuds: 50mAh, charging case: 400mAh.  Bluetooth-compatible version: v5.0.  Working frequency: 2.4G.  Charging time: 3 times.  Earphone charging time: 1-1.5h.  Charging case charging time: 1-1.5h.  Calling time: about 4h.  Music time: 4-4.5h.  Earbuds standby time: 100h.  Earbuds receiving distance: 10m.  Speaker diameter: F8.  Speaker frequency response: 20HZ-20KHZ.  Waterproof level: IPX4.",1396,https://esquare.store/product/t31-best-earpads-new-audiphones-headphone/,Earbuds,237,https://esquare.store/wp-content/uploads/2022/11/New-Arrivals-Audiphones-T31-Wholesales-Tws-Auriculae-Headphone.webp,new,"out of stock",,,Esquare,,no
1384,"A6R TWS apple earpads Wireless Bluetooth Earphones","Product details of A6R TWS apple earpads  A6R TWS apple earpads Chip upgrade: upgrade 5.1 Bluetooth chip, automatically power on and match    Enjoy & 9D heavy bass: Enjoy the HIFI scene and enjoy the immersive 9D stereo surround sound    CVC80 intelligent noise reduction: not affected by a noisy environment, enjoy high-definition call effect    Strong compatibility: regardless of brand mobile phone model, Bluetooth devices can use this headset  Description:  One button control easily to turn on/off, play/pause/switch music    Hands-free calling to driving, working, meeting, and running.    Intelligent compatibility: support all Bluetooth mobile phones, tablets, notebooks, QQ music, movies, etc., universal for all mobile phones.  Specifications:  1. BT Version: V5.1     2.BT Distance: 10m    3.Charging Time: about 1-2 hours    4.Standby Time: about 80 hours    5.Music Time: about 2.5 hours    6.Talking Time: about 3 hours",1384,https://esquare.store/product/a6r-tws-apple-earpads-wireless-bluetooth-earphones/,Earbuds,237,https://esquare.store/wp-content/uploads/2022/11/Mini-Wireless-earphones-A6R-Tws-Bt-5.1-high-quality-wireless-earbuds.jpg,new,"out of stock",,,Esquare,,no
1371,"K92 Touch apple earpods Bluetooth Headphones","Product Description K92 Touch apple earpods  Welcome to my store, K92 Touch apple earpods    Wish you have a great shopping experience here.    We will keep updating new products, and there is definitely one for you！  Item Name: Wireless Earphone:  Material: ABS  Model: K92  Bluetooth Version: 5.0  Transmission Distance: 10m, Barrier-free  Frequency Range: 2.40Hz-2.48GHz  Earphone Battery: 35mAh(Included)  Charging Box Battery: 350mAh(Included)  Speaker Specifications: 13mm  Talk/Music Time: about 3-4H  Charging time: about 1.5H  Standby Time: about 100H  Features: Sensitive, Dynamic, Comfortable  Size Details:  5cm x 6cm/1.97"" x 2.36"" (Approx.)            &nbsp;",1371,https://esquare.store/product/k92-touch-apple-earpods-bluetooth-headphones/,Earbuds,237,https://esquare.store/wp-content/uploads/2022/11/K92-Touch-controlled-Earphone-Low-Latency-Headphones-Tws-Wireless.jpg,new,"out of stock",,,Esquare,,no
1351,"J3 Pro earpods Bluetooth price in Pakistan","Product details of J3 Pro TWS Wireless  J3 Pro TWS earpods price in Pakistan ) design, individual left, and right channels, and HIFI sound， both the left and right earbuds are Bluetooth enabled, and could use separately used as one pair.     	All wireless high-performance headphones with comfortable and stable spare earcups bring you a light, comfortable, and stable wearing experience.   	Enhanced design to prevent sweating and water accumulation during hard training.   	Strong, balanced sound, dynamic range, and noise isolation.   	up to 4-5 hours of listening time (charging box more than 24 hours).    Specifications J3 Pro TWS earpods:  The latest Bluetooth V5.2 technology    Using CVC8.0 digital noise reduction technology    High-capacity batteries are used for a long time    Binaural separation design    Designed for sports    Make your life different.  Package Included:  1*Pair of Wireless Earbuds (Left & Right)    1*Charging Case    1*Charging Cable    4*Ear cap    1*User Manual  Notes:  Due to the difference between different monitors, the pictures may not reflect the actual color of the item.    Compare the detail sizes with yours, please allow 1-3cm error, due to manual measurement.    Please leaving a message before you give the bad feedback, if the products have some problems.    Thanks for your understandings.                &nbsp;    &nbsp;",1351,https://esquare.store/product/j3-pro-earpods-bluetooth-price-in-pakistan/,Earbuds,237,https://esquare.store/wp-content/uploads/2022/11/J3-Pro-TWS-Wireless-Bluetooth-Headset-Sport-Earphone-Touch.jpg,new,"out of stock",,,Esquare,,no
1337,"A6S TWS Earbuds Bluetooth 5.0 Earphone Stereo Wireless","Product details of A6S TWS Earbuds  Features:  1. A6S TWS Earbuds A New Generation of Bluetooth 5.0, is faster and more stable.  2. Dustproof and IPX5 waterproof, Double-eared split design, single and double ears are free to wear.  3. Will automatically pair, and power on after taking out from the 280mAh charging box.  4. True wireless Bluetooth headset, left and right channel separation, Automatically connected, both ears can be used separately.  5. One button control easily to turn on/off, play/pause/switch music, hands-free calling to driving, working, meeting, running.  6. One to two connections, can be connected to two mobile phones at the same time,  7. Intelligent compatibility: support all Bluetooth mobile phones, tablets, notebooks, QQ music, movies, etc., universal for all mobile phones.    Specifications:    Color: Black  Bluetooth Version: V5.0  Bluetooth Distance: 10m  Charging Time: about 1-2 hours  Standby Time: about 80 hours  Music Time: about 3 hours  Talking Time: about 4 hours  Audio transmission format: HFP/A2DP/HSP/AVRCP  Earphone Battery: Polymer Lithium Battery 45mAh  Battery Box Battery: Polymer Lithium Battery 280mAh  Working Voltage: 3.2 - 4.2V  Charging Voltage: DC5V  Frequency: 2.4-2.48GHz    Horn impedance: 32  Horn Bandwidth: 20-20KHz  Korn Sensitivity: 105dB    Microphone Sensitivity: -42 +/-2db  Package Size: 103 x 103 x 35mm / 4.1 x 4.1 x 1.4 inch  Package Weight: 110g",1337,https://esquare.store/product/a6s-tws-earbuds-bluetooth-5-0-earphone-stereo-wireless/,Earbuds,237,https://esquare.store/wp-content/uploads/2022/11/A6S-TWS-Earbuds-Bluetooth-5.0-Earphone-Stereo-Wireless-Headset.jpg,new,"out of stock",,,Esquare,,no
1324,"F9 Best Earpods Digital Bluetooth Wireless","Product details of F9 5C TWS  Item Name: F9 5C TWS Earpods    Bluetooth Earphones Material    ABS Bluetooth Version: V5.0    Effective Distance: 10 Meters    Capacity: 50mAh for Earphone, 2000mAh for Charging Box (Included)    Talk Time: 4-5 Hours    Playback Time: 4-5 Hours    Working Frequency: 20Hz - 20KHz  Specifications:F9 5C TWS Earpads  Ergonomic in-ear design, comfortable to wear.  The large-capacity charging box can not only charge the earphones, but also the mobile phone.  Intelligent noise canceling technology, filtering out the noise, ensuring the HD call.  The charging box supports an LED display so that you can more intuitively know and predict life.  Notes:  Due to the light and screen setting difference, the item's color may be slightly different from the pictures.  Please allow slight dimension difference due to different manual measurement.    &nbsp;",1324,https://esquare.store/product/f9-5c-best-earpods-digital-bluetooth-wireless/,Earbuds,237,https://esquare.store/wp-content/uploads/2022/11/F9-5C-TWS-LED-Digital-Display-Bluetooth-5.0-Wireless-Earphones.jpg,new,"out of stock","1350.00  PKR","1350.00  PKR",Esquare,,no
1314,"M9-18 Magnet metal sport wireless earphone","M9-18 Magnet metal  Product sell points     	volume control: With high-quality sound quality, the earphone can be adjusted according to your need, and the volume control is convenient. With a high-definition stereo sound effect and full of clear calls, you can enjoy stereo music during sports.   	hybrid technology: Wireless charging, with a led digital power display, the battery is clear and the calluses will be displayed in real-time.   	common headphones: Compatible with bluBluetoot handsets and common headphones.   	charging case: The charging case is designed with two small holes, which can be used for long endurance. The charging case can charge your phone and also can be used as a storage bag.   	user manual: With the ergonomic design and soft earplugs, you can use them as an excellent companion to your ears, which is convenient for us to wear and will not cause pain for a long time.   	for sports: Wireless Bluetooth headphones with mic set, professional-grade sound quality.    Take a Look at This:  XYZ In-ear Bluetooth Yes 5.0 Yes Hybrid technology Yes USB   Product Property:  Basic: The brand name is XYZ. The connector is a USB. Style is in-ear. The wireless type is Bluetooth. Is wireless yes. The feature is a microphone. Certification is Bluetooth version is 0. Origin is an (origin).    Software: Active noise-cancellation is yes. Communication is wireless. The support app is yes. Volume control is yes. The function is common headphones. The package list is a user manual. With a microphone yes. The charging method is a charging case. The vocalism principle is hybrid technology. Hardware: Control button is yes.        &nbsp;",1314,https://esquare.store/product/m9-18-magnet-metal-sport-wireless-earphone/,Earbuds,237,https://esquare.store/wp-content/uploads/2022/11/M9-18-Magnet-metal-in-ear-sport-wireless-earphone-Noise-Cancelling.jpg,new,"out of stock","1450.00  PKR","1450.00  PKR",Esquare,,no
1303,"Mini F9 Bluetooth Wireless Earbuds Headphones","Mini F9 TWS Product Specifications  Bluetooth version: 5.0  Chip: Zhongke Lanyu  Available colors: black, blue, Navy, pink, yellow  Headphone battery capacity: 50mAh  Charging capacity: 2000mAh  Listening to the songs in both ears: about 3-5 hours (the volume is different at different times)  Charge bin to charge two headsets: 30 times  Headphone charging time: 2 hours  Standby time: 8-10 hours  Charging bin size: 9.5*5*3.5cm    Product Description:  Item: TWS Bluetooth Wireless Earbuds True Wireless Earbuds Bluetooth Version: 5.0Water Proof &amp; Sweatproof: IPX 7Bluetooth Working Range: 33 feet (10m)Large Capacity Charing Case: 2000mAhCharging Times: 25 times per charge by caseHIFI 8D Surround sound, dual-ear chip, true wireless headsetAuto Paring Connection: YES( After the First of pairing Usage)Power Display: LED Screen &amp; Indicator Light Comfort Fit: ergonomic Design Purest Sound: bring you excellent listening experience with powerful bass Earbud Fast Charing Time: about 40minutesBuilt-in active Noise Reduction IC, HD CallPlaying game without delay Multifunction Power Charing Case: Power Bank(mobile phone emergency power supply), phone bracketing Earphones Size: 2.3 x 2.1 x 1.3 cmTwo connection methods: single / double free to use, single ear listening to enjoy alone, listening to stereo in both ears Siri Voice Assistant: YES How to Control: Smart Touch Control WIDE COMPATIBILITY: As long as your device is with Bluetooth version, , Android Cellphone, Tablet,etc.FASHIONABLE DESIGN: Very decent gift for your loved ones( No Price Show)High quality mics(built-in) for both earbuds bring much convinent for business life Package Including: BTS Wireless Headphones with Caps, Charging Case Box, Charing Cable, English User Manual            &nbsp;",1303,https://esquare.store/product/mini-f9-tws-bluetooth-wireless-earbuds-headphones-with-smart-touch/,Earbuds,237,https://esquare.store/wp-content/uploads/2022/11/Mini-F9-TWS-Bluetooth-Wireless-Earbuds-Headphones-with-Smart-Touch.jpg,new,"out of stock",,,Esquare,,no
1267,"E7S Wireless Earphones Bluetooth 5.0 With Price","Product details of E7s TWS Bluetooth     	BLUETOOTH 5.0 TECHNOLOGY: We broke through the limits of wireless technology through the built-in Bluetooth 5.0 chip, providing you with the highest quality sound and fastest transfer speed on the market   	HIGH-FIDELITY STEREO BASS: With rugged and lightweight graphene-coated driver. Crystal clear and deep, resonant bass and fine-tuned sound features provide immersive sound and bring you to the center of the stage   	IPX7 WATERPROOF: Protects your earbuds from rain and sweat. The waterproof function in daily life (can swim and shower, etc.) is very suitable for your active lifestyle. (Note: The charging box is not waterproof)   	PORTABLE CHARGING CASE: This Bluetooth headset is built in a 40mAh lithium battery, and the charging case is built in a 300mAh battery. You can play up to 3-4 hours of music while charging for one hour, and charge your earphone at any time, anywhere    Feature:   1. Bluetooth 5.0 scheme, stable model;  2. Support waterproofing;  3. The headset compartment has a built-in lithium battery, which supports charging the headset;  4. Touch key, a fashionable collar, easy to use;  5. Independent noise reduction, , good sound quality;  6. Multiple devices are compatible and widely used;  7. Intelligent pairing, automatic pairing after power on, putting earphones into the charging box, and intelligent disconnection for charging;  8. A large capacity 300mAh battery is built in the charging bin to charge the headset more times;  9. Ergonomic design, comfortable to wear.",1267,https://esquare.store/product/e7s-wireless-earphones-bluetooth-5-0-with-price/,"Bluetooth Headphones > Earbuds",237,https://esquare.store/wp-content/uploads/2022/11/E7S-TWS-Wireless-Headphones-Earphones-Bluetooth-5.0-Touch-Control.jpeg,new,"out of stock",,,Esquare,,no
1254,"S6 TWS Wireless Earphones Bluetooth Headphones","S6 TWS Product Description  T V5.1 supports most BT devices and lower power consumption.  The multi-functional key, support switching songs, phone call, volume control, and waking up the voice assistant.  Built-in high-definition microphone, intelligent noise reduction, high-quality call.  260mAh charging case, With LED Digital Display, you can know the remaining battery life and time at a glance.  Wireless dual ear design left and right ear channel separation. You can use the headset solely, or use them in pairs.  Lightweight and mini size, convenient to carry; Semi in-ear design, fit well to your ear canal and provide you long time wearing comfort.    Specifications:    Model: S6 Plus  BT Version: BT 5.1  Transmission Distance: about 10 meters (no obstacle)  Charging Case Capacity: 3.7V 260mAh  Earphone Battery Capacity: 3.7V 38mAh  Earphone Charging Time: about 40 minutes  Charging Case Charging Time: about 2 hours  Working Time: about 3 hours  Color: Black/Blue/Purple(Optional)  Package Size: 14*8*3cm/5.5*3.1*1.2in  Package Weight: 63g/2.2oz                &nbsp;",1254,https://esquare.store/product/s6-tws-wireless-earphones-bluetooth-headphones-mini-headset/,Earbuds,237,https://esquare.store/wp-content/uploads/2022/11/S6-TWS-Wireless-Earphones-Bluetooth-Headphones-Mini-Headset.jpg,new,"out of stock",,,Esquare,,no
1239,"TWS M6 Earphone Wireless Speaker Stereo Bluetooth","TWS M6 Description  Features:  IPX7 waterproof and sweatproof    Using Lossless digital noise reduction technology    The latest TWS binaural stereo Bluetooth headset with the  5.1 chip gives you very efficient wireless performance.    Bluetooth V5.1 chip, 10m connection distance, stable performance, high transmission, low consumption, and strong compatibility.    Binaural separation design    Single and binaural free cutover    The two-year split design allows the single ear to be used separately, equivalent to two independent Bluetooth headsets.    Subvert the traditional host to connect vice headphones, dual host.    The left and right ears ,of the channel are free to use.    Ergonomically designed for a more comfortable fit on the auricle.    The charging compartment can be used as a mobile phone stand, portable mobile phone stand, support horizontal and vertical placement.    Watch live broadcasts and movies without the need to purchase an additional mobile phone stand.    Strong compatibility, IOS/Android universal, one-button control, simple and stylish.  Specifications:  Bluetooth version: 5.1    Protocol: HFP 1.7 / HSP1.2 / A2DP 1 / AVRCP 1.6/ SPP1.2 / PBAP1.0    Noise reduction version: CVC8.0    Frequency range: 2402MHz ~ 2480MHz    Working distance: 10m    Charging input voltage and current: 5V    Headphone battery capacity：50mAh    Charging compartment battery capacity: 4000mAh    Headphone charging time: 2 hours    Music playback time: 4-5 hours    Talk time: 4-5 hours",1239,https://esquare.store/product/tws-m6-earphone-wireless-speaker-stereo-headset-bluetooth/,"Bluetooth Headphones > Earbuds",237,https://esquare.store/wp-content/uploads/2022/11/TWS-M6-Earphone-Wireless-Speaker-Stereo-Headset-Bluetooth.jpeg,new,"out of stock",,,Esquare,,no
1227,"F9 9D TWS Wireless Earphone Bluetooth 5.0 With Price","F9 9D Product details Earphone Bluetooth  1. Build in 3500mAh Charging base for earphone mobile phone.    2. Cool led screen show Bluetooth LED display will be very clear about the power level of the charging box and the earphone, so that you can better arrange the future management of the headset, and will not worry about the earplugs without electricity.    3. Chip upgrade： Upgrade the 5.0 Bluetooth chip, Pick up the automatic boot and matching. CVC 8.0 intelligent noise reduction, Enjoy HD call effects without being affected by a noisy environment.    4.IPX7 waterproof and 9D bass： Daily life waterproof, support rainy outdoor sports, gym sweating, let you enjoy music in sports. Enjoy the HIFI scene and enjoy the immersive 9D stereo surround sound effect    5. Life waterproof, not afraid of sweat when you're exercising.  Specification:  Material: ABS  Performance: TWS Bluetooth Headset  Applicable models: Suitable for all mobile phones and smart devices with Bluetooth function    Bluetooth version: 5.0 EDR    Prompt tone: English    Effective distance: 10m (accessible)    Noise reduction version: CVC8.0    Microphone: With    Binaural pairing method: Automatic pairing    Horn diameter: 8mm    Impedance: 32Ω    Sensitivity: 42db    Distortion: ±5%    Waterproof rating: IPX7    Battery capacity: Headphone 60mAH, charging compartment: 3500mAH    Headphone usage time: 4-6 hours (depending on volume)    Headphone charging time: 1 hour    Battery compartment charging interface: micro USB    USB output: 5V 1A    Single ear weight: 3g    Product size: Headphones 1.7*2.9*2.1cm    Battery compartment 3.5x4.8x9.2cm            &nbsp;",1227,https://esquare.store/product/f9-9d-tws-wireless-earphone-bluetooth-5-0-with-price/,"Mobile Accessories > Earbuds",237,https://esquare.store/wp-content/uploads/2022/11/F9-9D-Stereo-Sound-TWS-Wireless-Bluetooth-5.0-Earphone.jpg,new,"out of stock",,,Esquare,,no
1215,"Pro 6 Earbuds | True Wireless | Bluetooth Headphones | Hi-Fi Stereo Sound | in-Ear Earphones | 99.99% Compatible with All Mobile Devices | Built-in","Pro 6 Earbuds  Immerse yourself in premium audio with the . These wireless earbuds feature advanced noise-cancellation technology that blocks out unwanted sounds, so you can enjoy your music, podcasts, and calls in peace. With Bluetooth 5.2 connectivity, you can stream high-quality audio from your devices with minimal latency, while the touch controls make it easy to manage your playback and volume. The ergonomic design ensures a comfortable and secure fit, even during intense workouts or long listening sessions. The Pro 6 Earbuds also come with a compact charging case that provides up to 30 hours of battery life, ensuring that you're never without your favorite tunes.  Newest Features:  1. without any logo or text on the charging case  3. Fast charging and long playing time  4. Binaural call left and right headphones can be used separately.  5. Auto pair / automatic connection.  6. No LED light when using.  7. Multi-function touch control button.  8. Hifi stereo and bass sound.  9. Upgrade the Bluetooth 5.0 chip, the performance is improved, and 10 meters is not stuck & continuous.  10. Support the previous track / next track.  11. Support Siri activation.  12. Perfectly compatible with IOS and Android systems.                &nbsp;",1215,https://esquare.store/product/pro-6-earbuds-true-wireless-bluetooth-headphones-hi-fi-stereo-sound-in-ear-earphones-99-99-compatible-with-all-mobile-devices-built-in-microphone-up-to-26-hour-play-time-with-charging/,Earbuds,237,https://esquare.store/wp-content/uploads/2022/11/PRO-6-TWS-Earbuds-Headphone-Wireless-Bluetooth.webp,new,"in stock","1999.00  PKR","1500.00  PKR",Esquare,,no
1195,"M28 Wireless Earbuds | TWS Bluetooth 5.1 | Gaming Monster Earphones | Touch Control | Mini LED Display | Waterproof | Order Now","M28 Wireless Earbuds Bluetooth  M28 Wireless Earbuds CVC8.0 noise reduction technology keeps you from external interference, which can provide you with stereo and high-fidelity sound effects.  Bluetooth5.1 technology makes transmission more stable and faster, which gives you a high-quality sound effect.  Made of ABS material, the Bluetooth earphones are durable and environmental-friendly to use. It is of convenience that the item has a screen touch function.  The length of the Bluetooth earphone box is 8.5cm, the width is 4.5cm and the height is 2.9cm.  The Bluetooth earphone is suitable for outdoors, sports, office, travel, etc.  Item Name:      	Bluetooth Earphone Material: ABS     	Model: M28     	Bluetooth Version: 5.1     	Transmission Distance: 10m     	Rated Input: 5V     	Frequency Response: 20Hz-20kHz     	MIC Diameter: 8mm     	Operation Mode: Intelligent Touch     	Noise Reduction Version: CVC 8.0     	Impedance: 32Ω     	Features: Rechargeable, Comfortable, Digital Display     	Size Details:     	Bluetooth Earphone Box: 8.5cm x 4.5cm x 2.9cm/3.35 x 1.77 x 1.14 (Approx.)    Notes:  Due to the light and the screen setting difference, the item's color may slightly differs from the pictures.  Please allow slight dimension difference due to the manual measurement.",1195,https://esquare.store/product/m28-wireless-earbuds-tws-bluetooth-5-1-gaming-monster-earphones-touch-control-mini-led-display-waterproof-order-now/,Earbuds,237,https://esquare.store/wp-content/uploads/2022/11/m28-1.webp,new,"in stock","1900.00  PKR","1900.00  PKR",Esquare,,no
